1,"Den påstanden motbeviser hans stadig , som når han tar på seg en rosa hjelm noen har kastet på scenen mens han prøver å sette i gang en moshpit , eller oppfordrer publikum til å synge sin favorittlåt med Skrillex om de ikke kan teksten ( og lager matchende ) dupsteplyder i mikrofonen ."
0,Lostprophets' uttrykk ville hatt godt av et fnugg av sjarmen han legger for dagen .
1,Tyske anmeldere fant denne boka vittig .
1,Jeg fant den mer underfundig og leken .
1,"""Daniel Kehlmann ble kjent i Norge med boka """" Oppmålingen av verden """" , som ble betegnet som en genistrek ."""
1,Han er tidligere belønnet med Thomas Mann-prisen og P.O. Enquist-prisen .
1,1B1-ensemblet er blitt et begrep for høy kvalitet
1,"Det var litt av noen solister Bjergsted-ensemblet 1B1 kunne varte opp med fredag kveld , der programmet var delvis det samme som ved årets Kammermusikkfestival ."
1,"Den gang vakte spillet , der Clemens Hagen var solist i Haydn , enorm begeistring ."
1,"Fredag var Lars Anders Tomter , Norges fremste bratsjist , solist i Mozarts Sinfonia Concertante i Ess-dur , sammen med ensemblets leder , Jan Bjøranger på fiolin ."
1,"Konserten , som spilleteknisk er den vanskeligste av de tre Mozart skrev , ble spilt med bravur og lange legato-linjer i hornet ."
1,Den rike instrumentasjonen ble også fremragende ivaretatt .
1,En verdensstjerne har altså valgt ensemblet i Bjergsted !
1,"Det er en kraftfull konsert av den unge Haydn , og Clemens Hagen gir alle satsene deres forskjellige karakter : majestetisk og kraftfullt , betagende melodiøse linjer og virtuositet av beste merke – samt en sonor tone som gjennomstrømmet det hele ."
1,Det formelig slo gnister mellom solist og ensemble .
1,"De fine kadensene Hagen hadde valgt , er skrevet av Henning Kraggerud ."
1,"Når den spilles slik , feiende flott , med store kontraster mellom dansene , syltynne toner i diskanten og rytmisk driv , klinger den bedre enn i versjonen for klaver ."
1,"I Mozarts Sinfonia Concertante K. 364 er solo-bratsjen stemt opp en halvtone , noe som gir den en klang nær opp til fiolinen , og bratsjstemmen er fordelt i orkesteret slik at klangfargen blir utvidet ."
1,Et subtilt klangbilde oppsto der også hornene og oboene hadde soloinnslag .
1,"Den langsomme satsen ble spilt vidunderlig vakkert , den er da også en av de mest sørgmodig-vakre moll-satser Mozart har skrevet ."
1,"Samspillet mellom de to solistene , som til tider er innfløkt , var strålende ."
0,Konserten fredag kveld var ikke særlig godt besøkt .
1,Men det viktigste var at den ble holdt !
1,« Maskineri » er en treffende tittel på Kaizers Orchestras nye album .
1,Bandet har full kontroll på dramaturgien og virkemidlene :
1,Det kombinerer gamle sirkustricks og nøye innstuderte arrangementer og fakter ( sjekk Helge Risas tidvise Frankenstein-aktige oppsyn og mekaniske enhåndsslag på tangentene ) med nødvendige elementer av improvisasjon og øyeblikksgalskap .
1,Og kan det egentlig gå galt når den veltrimmede konsertmaskinen med maestro Janove Ottesen i front spiller på tilnærmet hjemmebane i intime Folken ?
1,"Sekstetten innledet friskt med et par nye låter — tittelsporet « Maskineri » og « Bastard sønn » , bare for å sette det nye albumet , før konserten jevnet seg ut i en jevn strøm av gammelt og nytt om en annen ."
1,« Sigøynerblod » får naturligvis alltid blodet hos publikum til å flyte raskere ; et heftig musikalsk barslagsmål av en låt - og en konsertkiller som vekker sjøl de sløveste norske velstandskropper .
1,"Denne og andre kaizersklassikere som « Kontroll på kontinentet » og « Ompa til du dør » , sikrer gaulingen og allsangen ."
1,"Men også flere av de nye låtene er allerede i ferd med å sette seg i publikumspannebrasken ; Folken-mengden tok begeistret imot ferske låter som « Volvo i Mexico » og « Enden av november » samt den vakre balladen « Den andre er meg » , som kom helt til slutt som duett med en usedvanlig sjarmerende , ung kvinnelig vokalist som jeg i all publikumsstøyen ikke greide å få med meg navnet på ."
1,Og de nye låtene er åpnere og bredere .
1,Kaizers utvider repertoaret og kvitter seg med de trangeste musikalske tvangstrøyene .
1,Smart .
1,Motown med elementer av Iggy og Froddi når Janove Ottesen mot slutten av konserten - til publikums hemningsløse glede - ender opp i bar overkropp .
1,Vi er nå i konsertens terminale og fullstendig krakilske fase ; Giganten « Maestro » er levert som siste ordinære nummer .
1,"Og snart er gjengen i gang igjen med suverene ekstranumre som « Knekker deg til sist » , « Bøn fra helvete » og « 170 » med den løfterike linjen :"
1,Folken er nå blant de mest intime lokalene Kaizers holder konserter i .
1,La oss håpe at Folken ikke byttes ut med haller til neste turné .
0,Et mangelfullt sammenrask har gitt ei underlig bok som levner forlag og forfatter liten ære .
0,Han har prestert å overse den viktigste av dem alle :
1,"Hun var , med sine minst 17 år i Lyngdal atskillig mer sørlending enn Anders Hovden som var kapellan på Lista i sju år , som er bredt presentert og illustrert med bølger mot noe jeg tror er Tromøyas steinete strender ."
0,Bildene er ellers i stor grad sentimentale klisjeer .
0,Definisjonen av « sørlands-salme » er tynn .
0,Utvalget diktere er skjevt .
0,Olsen interesserer seg bare for tekster .
0,Noen har en kaudervelsk blanding av gammelt og nytt .
0,Det er en ulykke at ikke Olsen Bruuns og Zetlitz ’ salmer er gjengitt i original .
0,"Når det heter at en av melodiene til en Zetlitz-salme er av Ryga 1527 , steiler jeg ."
0,"Hos Jørgen Moe rimer svak på tag ( i troen svak , kommer jeg , imot meg tag ) , det burde være svag på tag eller svak på ta ."
0,Kombinasjonen av gammel og ny form blir bare klein .
1,"Den har opprinnelig syv , og er en sørlandsk variant av Petter Dass ’ « Herre Guud dit Dyre Navn og Ære » , like omfattende hele skaperverket , men mer sørlandsk i lynnet , trolig den vakreste salmen som er skapt her sør ."
0,Men den skulle altså forkortes .
0,Men hvor ble det av Jens Gunderssen ?
0,Og Jens Bjørneboe ?
0,"Enn Gaute Heivoll og Ivar Skippervold , for ikke å snakke om Børre Knudsen ."
0,Denne boka tjener verken forlag eller forfatter til ære .
1,"Brødrene Petter ( en Aksel Hennie med nytrente magemuskler , en helt drøy 70-tallsbart og jaget blikk ) og Knut ( Jørgen Langhelle ) er dykkere som går ned på flere hundre meters dyp for å legge oljeledninger langs Norskerenna ."
1,"""Regissør Erik Skjoldbjærg ( """" Insomnia """" , """" Nokas """" ) skaper i stedet spenning ved å gjøre """" Pionér """" til en nesten fysisk filmopplevelse ."""
1,Spesielt undervannssekvensene er intense .
1,"Suggererende vakre bilder akkompagneres av kompleks lyddesign – metalliske klanger , tung pusting – og Airs minimalistiske elektronika ."
1,"Det er så man kjenner mørket og kulden på kroppen , saltsmaken i munnen og trykket mot tinningene ."
1,"Skjoldbjærg går dokumentarisk til verks , er tett på handlingen og holder kameraet i konstant bevegelse ."
1,""""""" Pionér """" er en vellaget spenningsfilm og en levende skildring av en viktig periode i norsk historie ."""
1,Polanski er den snikende uhygges mester
1,Befriende intelligent thriller .
0,"Så nå har han isolert seg på en forblåst øy utenfor østkysten av USA , på et monster av en overdesignet , modernistisk villa i blågrått og sort mens kobbelet av journalister og demonstranter utenfor portene hyler stadig høyere , gamle allierte vender seg mot ham og himmelen utenfor blir stadig mer regntung og illevarslende blågrå ."
1,"Kanskje blir han noe formildet av at skikkelsen som er en ikke særlig subtil parallell til ham selv , blir spilt av Pierce Brosnan med sedvanlig grånet verdensvandthet og åndsfraværende sjarm ."
1,"Det er en intelligent , uselvisk rolleprestasjon som passer utmerket i Polanskis elegante thriller ."
1,"Sniker seg inntilSom han viste til fulle i filmer som « Rosemary's Baby » , er Polanski den snikende uhygges mester ."
0,"Spenningen i « Polanskis Skyggen » bygger seg opp sakte , sikkert for sakte for mange , og som en gjeng intenanende krabber i en fransk kokks gryte merker ikke publikum hvor hett det er før det er i seneste laget ."
0,"Dirrende nerveEt evig problem med sjangerfilmer er at de ofte fordrer at hovedpersonene oppfører seg som genier i det ene øyeblikket og idioter i det andre , for at plottet skal a ) gå opp og b ) forvirre absolutt ingen av de millionene av seere som trengs for å få et boost i filmens åpningshelg ."
1,"Derfor er det så befriende , og uventet , når det kommer en thriller der hovedpersonene alle er smarte folk , dog på forskjellig vis , og at de får lov å være litt gåtefulle ."
1,"At det har skjedd , og kanskje skjer , et eller annet mellom statsministeren og hans personlige assistent Amy , spilt av en fin og forbløffende tekkelig Kim Cattrall , er utvilsomt , men forblir uuttalt ."
1,"Slik blir « Polanskis Skyggen » som enhver pasjonert flørt , der nerven blir holdt svingende og pulsen høy av alt du ikke vet ."
1,Støyrockens svar på George Harrison har fremdeles med seg Steve Shelley på trommer .
1,Tidvis en velspilt versjon av Neil Youngs viderverdigheter og avvisning av kortspilt ( i snitt bikker låtene sju minutter ) .
1,Fin tone i stemmen
1,"- Det er ingen andre som koser seg så mye som deg , sa Kurt Nilsen og la til at han håper å se Natnael vidre ."
1,"Men han prøver , og kommer nærmest i det andre verset ."
0,"Det første blir forsiktig amatøraften , komplett med ubekveme « moves » ."
1,Rå ransbølge
1,"Man kan spesielt merke seg Renner i rollen som Dougs dummere og mer ondsindige kamerat , et vandrende , skytende bevis på hva dyp desperasjon kan gjøre med en person ."
0,"« The Town » , som er basert på Chuck Hogans roman « Prince of Thieves » , er en rimelig formulaisk actionfilm ."
0,Man har ikke holdt seg for god til å runde av med noen vel svulstige minutter mot slutten .
1,"Men filmen er solid gjennomført , tettpakket og full av suspens - med noen sitrende gode actionsekvenser og biljakter som nærmest får deg til å begynne å fomle etter bilbeltet i kinosetet ."
1,"Skal man først spille på actionsjangerens velkjente strenger , er dette måten å gjøre det på ."
0,Det er når blikket vender innover at det uferdige kommer til syne .
0,Problemet er at de bare er til pynt .
0,For disken brukes bare til å slenge menyene og til en harry framvisning av brennevin .
0,Er det noe Oslos restaurantliv mangler er det muligheten til å spise i baren for enslige sosiale gjester .
0,Hun skulle vise seg å være bare en av to kelnere på jobb denne kvelden .
0,Det holder ikke når 30 gjester krever sitt .
0,"-Arbeidsledigheten kan ikke være stor når de tre måneder etter åpningen ikke har klart å skaffe nok arbeidskraft , mente Robinson ."
0,-Og de som er på jobb bør kunne legge veskene sine et annet sted enn godt synlig ved disken .
0,"Et så åpent lokale krever ryddighet , sa pertentlige Fredag ."
1,Matmessig har Elvebredden kontroll .
1,"Først fikk begge en espressokopp med strandkrabbesuppe , en intens smakfull appetittvekker ."
1,"Robinson var like fornøyd med bitene av and servert med pære , valnøtter og västerbottenost ."
1,-Se så lekre rødbeter !
1,En grillet piggvar ble servert med det deilige sidefettet som nærmest er verd retten alene .
0,"Fredag gikk for høstens lam , men også der var kelneren sparsom med informasjonen ."
0,Det førte til at Fredag måtte smugle den første biten ut av munnen .
0,For servitøren hadde ikke opplyst om at sena som holdt kjøttet sammen så saftig ikke lot seg tygge .
1,"Desserten av blåbær og lavendelyoghurt var igjen nordisk høyverdig , med bær av riktig naturell størrelse , som om de var plukket vilt samme ettermiddag , ikke av den tørre store sorten ."
1,Sprudlende tur oppover Amazonas
1,Blu og vennene hans er tilbake med moro som på karneval :
1,Her er så mye !
0,Og menneskelige skurker treffer vi blant hensynsløse regnskog-ødeleggere .
0,"Nevnte karakterer er bare en liten del av floraen som presenteres i « Rio 2 » , som kanskje er litt for omfattende for halvannen times tur ."
0,"Historien kunne tjent litt på et litt klarere hovedfokus , uten at filmen mister sjarmen av den grunn ."
1,"De store sambainspirerte musikknumre er som i første film imponerende , og også denne gangen er oversettelsene og valg av norske stemmer utmerket ."
1,Sangene har en flyt og logikk man sjelden hører i norsk språkdrakt .
1,"Joda , du kan trygt fly av gårde med Blu og de andre en gang til ."
1,"Jason Statham har hår og skjegg , og han spiller et svett , psykologisk actiondrama som gjør at han antakelig blir invitert i selskaper hos pologenserne framover ."
1,"Ray Liotta er hypa-paranoisk gangstersjef med en sjelelig og kroppslig nakenhet som nok en gang gjør den ugripelige skuespilleren til et ikon , en kult-ting for folk som samler på pyntegjenstander av isopor og ukrainske boksåpnere ."
1,Samtidig er « Revolver » et ærgjerrig forsøk på psykologisk liksom-drama om egoet og dets blanda blendverk .
1,"Men vi som liker film , kan komme til å elske det aldeles forvrengte ved « Revolver » ."
1,Statham er fantastisk med hår og skjegg .
0,« Utdrikningslaget » er en mørk komedie om overdådig usympatiske jenter .
0,"De er verken flinke eller snille piker , de tre hovedpersonene i « Utdrikningslaget » ."
0,De er ganske nær det motsatte .
1,Men « Utdrikningslaget » er seg selv nok .
0,"Og den frontes av en overdådig usympatisk Kirsten Dunst , med stikkende blikk og sammenknepne lepper ."
0,"Etterpå ringer hun rasende til resten av gjengen , den seksuelt utsvevende og dypt desillusjonerte Gena ( Lizzy Caplan ) og den imbesile partyjenta Katie ( Isla Fisher ) , for å viderebringe at det faktisk er den tykke jenta de såvidt tolererte på ungdomsskolen som skal gifte seg først ."
1,"Regan , Gena og Katie har en underholdende gjennomsiktighet ."
0,De hånler av en verden som har beveget seg videre og som såvidt orker dem og nykkene deres .
1,"Og når de er umulige bare å avfeie som fuckups , er det ikke så mye fordi de er gode på bunnen - det er de kanskje , kanskje ikke - som at det er noe ekte og innsiktsfullt over portrettet av folk som innerst inne vet at de gjør dumme , stygge ting , men som alltid finner en bortforklaring ."
1,Herjet skjønnhet
1,"De billedskjønne skuespillerne lar seg gjerne bade i regissør og manusforfatter Leslye Headlands hvite lys , som gjør dem harde og herjede å se på ."
1,Og ingen er hardere enn Regan .
1,"Nettopp hardheten , forakten for andres følelser , gir henne en utålmodig energi , en usentimental handlekraft , som i sin tur gjør henne interessant ."
1,Formidable
0,"Det går seg for fint til mot slutten , dette ."
0,"Regans , Genas og Katies destruktive løp er ikke slike som kan settes på rett kurs sånn helt uten videre ."
1,Men de vippes opp mot femmeren for viddet og vågemotet .
1,Gaute Tønders lydeffekter bygger opp under underliggjøringen .
1,"Velkommen til Memphis , avdeling Østre Toten"
1,Ting flyter lett når Knut Anders Sørum synger soul på totning .
1,"For hvem kunne trodd at totning skulle klinge så bra i et lydlandskap av soul , funk og gospel , som om dialekta var skapt for den erkeamerikanske musikkformen ?"
1,Gode musikere
1,Produsent og gitarist Narum og en knippe utmerkete musikere har omsatt den i fin flyt :
1,"Lewi Bergrud ( bass ) , Ruben Dalen ( trommer ) , Iver Olav Erstad ( Hammond B3 ) , Narum ( gitarer ) , Sørum ( tangenter ) og The Original Bullshit Band Horns - som nesten går av hengslene i « Meg og et gatelys » ."
1,Sammen med blåserne definerer Erstads orgelgroove i stor grad det heftige lydbildet .
1,Moden stemme
1,"Sørum sier sjøl at han har jobbet mye med vokalen på dette albumet , og det høres ."
1,Den rustne stemmen har modenhet og autoritet .
1,På « Ting flyt » er det et fandenivoldsk trøkk fra første akkord :
1,"Trøkket vedvarer på « Gå frå meg » og singelen « Monokrom » , som balanserer mellom funk , jazz og hip hop ."
1,"Første hvileskjær er en fin versjon av John Legends « Stay With You » ( « Bli ved deg » ) , den eneste låten som ikke er signert Sørum , etterfulgt av en funky « Je savner deg » - der gitarist Narum virkelig får « tømt seg » ."
1,Gode tekster
1,"Som tekstforfatter blomstrer Sørum titt og ofte , som når han lander fikse verselinjer som denne :"
1,"Det er enkelt og liketil , men effektivt ."
1,Det er også en kunst .
1,Det er i så fall et særdeles vellykket et .
1,"Skal du stikke deg fram i dag , syng på morsmålet ."
1,Lagringskapasitet på bærbare er ikke lenger noe problem .
1,"Med Seagates største utgave i Momentus-serien på hele 120 GB , har du nok av plass nesten uansett bruksområde ."
1,"På kjøpet får man som kjent raskere skriving og lesing , og støynivået blir like lavt som hos enklere disker med liten roterende masse ."
1,"Strømforbruket blir også lavt , Seagate sammeligner strømforbruket med mange 4200 RPM disker ."
0,"Vi testet standardutgaven , det er fremdeles ikke så mange bærbare som støtter intern S-ATA ."
1,"S-ATA har høyere overføringshastighet fra bufferminnet på disken til kontrolleren i PCen , og støtter i tillegg NCQ ( Native Command Queing ) som optimaliserer posisjoneringen av hodene etter en analyse av trafikkmønsteret , basert på data som ønskes lest / skrevet til en hver tid ."
1,"Dette gir et gjennomsnitt på 27,3 MB / sek som er meget bra ."
1,"Lesehastigheten startet på over 40 MB / sek og falt til 27 MB / sek , dette er også en meget bra ytelse ."
1,"Aksessiden på 16,8 ms , også en helt akseptabel prestasjon ."
1,Denne disken er svært stillegående .
1,"Støynivået er så lavt at det ikke var mulig å måle det i forhold til bakgrunnstøyen , selv ikke inne i vår isolerte støykasse ."
1,For alle praktiske formål er denne disken nærmest lydløs .
1,"Seagate Momentus 5400.2 er en rask og stillegående disk , som gir deg romslig kapasitet i din bærbare , eller kompakt og høy kapasitet montert i et eksternt kabinett ."
1,Den vil også være et utmerket valg i en stuePC .
1,"Det er en småhumoristisk og underfundig historie , med flere absurde situasjoner fra nå- og fortid ."
1,"Filmen er basert på en roman av Jonas Jonasson , og byr på snedige figurer og pussige situasjoner ."
1,Det er morsomt å se tilbakeblikk på hvordan Allan Karlsson har snublet inn i verdenshistoriske sammenhenger i flere verdensdeler .
1,"Her får vi episodiske historier som jeg humrer godt av , som møter med Franco , Stalin , Truman , Reagan og , ikke minst , Herbert Einstein - Alberts mindre kjente , og ikke fullt så smarte , bror ."
1,"Figurene er godt karikerte og spilles med riktig grad av seriøsitet for en slik film , altså sånn passe ."
1,"Han kan humor , og tilfører Hundreåringen en rekke absurditeter som hovedrolleinnehaverne Robert Gustafsson og Iwar Wiklander spiller godt på ."
1,"Spesielt Gustafsson har store utfordringer med å spille Allan Karlsson som både ung , middelaldrende , gammel og utgammel mann , men lykkes i å skildre ham i alle versjoner som en godhjertet mann som har det med å snuble seg inn i begivenheter uten å egentlig forsøke ."
0,Det er det jeg savner mest i denne filmen .
1,Ellers er Hundreåringen som klatret ut gjennom vinduet og forsvant en fornøyelig opplevelse av halvrørete gamlinger i et Coen-inspirert univers der liv eller død spiller mindre rolle .
1,Ekstraordinær utryddelse
1,"Action-fans får til overmål , Transformers-fans kan starte sin borgerkrig , film-følere vil gremme seg ."
0,"Fælt , selvfølgelig ."
1,Den er teknisk kolossal og imponerende .
0,Men den overforer ; det blir rett og slett for mye .
0,"Når man tenker at slutten nærmer seg , er det en time til med enda mer eksplosjoner , enda en by å ødelegge , 42 andre slagsmål å komme gjennom , enda en romstasjon å utforske ."
1,"Den voksne , bekymrede pappaen med datter i påfallende korte hotpants , har erstattet LaBeous ungdommelig energi ."
1,Wahlberg er en alltid pålitelig håndverker .
0,"Manuset kunne innbudt til kritikk , både av Hollywoods gigantomani og til et USA med fullmaktslover og overvåkningspraksis hinsides fundamentale menneskerettigheter ."
0,Det blir ikke utnyttet .
0,I tillegg er det ikke så enkelt å følge med på hvem som sloss mot hvem og hvorfor .
0,"Og der det burde vært mye mer humor , kommer i stede sentimentaliteten snikende ."
0,"( Hvorav ikke opptatt Oslo Kino , som krangler om billettutbytte med importøren UIP ."
1,Filmen skal derfor vises på to privatkinoer i Oslo - og fansen vil vel helst dra til nabokinoer som forstår at bransjekrangling ikke skal gå ut over publikum . )
1,Vi er imponert .
0,Men langt fra fornøyd .
1,"Som den fantasyfantasten jeg er , blir jeg alltid like glad for å se en skikkelig eventyrserie på tv ."
1,"Serien er basert på legenden om Arthur ( Bradley James ) og Merlin ( Colin Morgan ) , men har sin egen vri på fortellingen og handler om de tidligere årene før Arthur ble konge og Merlin ble en beryktet trollmann ."
0,For mange digresjoner
0,Dessverre holdes formen med avsluttende episoder ved like og dette ødelegger spenningskurven i serien .
0,"Jeg blåser i historier som handler om at et rampete troll skaper ugang på slottet , eller at en landsbygutt prøver å jukse seg til seier i en ridderturnering ved hjelp av magi ."
0,Disse føles akkurat ut som det de er - nemlig episoder som er ment som fyllmasse for å dra ut serien .
1,Heldigvis tar serien seg veldig opp mot slutten .
0,Jeg skulle likt å se at skaperne av serien kunne kutte ut det overflødige og heller fokusere på det som er interessant .
0,"Da hadde vi nok fått en betydelig kortere serie , men den hadde til gjengjeld vært mye bedre ."
0,Vante klisjéer
1,Skuespillerne i Merlin er sjarmerende .
0,Det virker imidlertid som om karakterene har stagnert og at de nå begynner å gå tom for ting å spille på .
0,"Katie McGrath , som spiller Morgana , har for eksempel kun to ansiktsuttrykk ."
0,Det ertende og småkranglete forholdet Arthur og Merlin har seg imellom begynner også å bli gammelt nytt .
0,"Vi har allerede fått to sesonger med dette , nå er det på tide at de utvikler seg litt ."
0,Manusforfatterne og skuespillerne er blitt så komfortable med rollefigurenes utforming at de aldri utfordrer den .
0,Dermed står karakterene i fare for å bli vante klisjéer av seg selv .
1,Har potenisale
1,Jeg er spent på neste kapittel i historien og håper at serieskaperne har tatt seg i nakkeskinnet for fjerde sesong av serien
1,Maria Mena synger bedre enn noen gang .
1,Lovende nye sanger .
0,Men visuelt helt flatt .
1,"Maria Mena åpner med sin beste popslager , « You're The Only One » , og det er nærliggende å tolke det dithen at det kommende albumet vil bli en retur til nettopp popmusikk , etter et langt opphold i melodrama-balladeland ."
1,"Låt nummer tre - nye , fengende « Caught Off Guard » - synes å bekrefte mistanken ."
1,Jentene og de yngre kvinnene i Frognerbladet lar seg som alltid opplsuke av henne .
0,"Alle over 40 , og slike er det en del av på en festivaldag der Rod Stewart er hovedtrekkplaster , stiller seg noe mer avventende ."
0,Tekstene er imidlertid typiske .
0,Gamle « Fragile » blir i så måte litt snodig å høre i 2013 .
1,Jeg har aldri hørt henne synge bedre fra en scene .
1,"Og « You Hurt The Ones You Love » er , allerede før den er utgitt , en garantert fanfavoritt og et naturlig avslutningsnummer ."
0,Problem !
0,Det er overhodet ingenting å se på under en Maria Mena-konsert .
0,"Menas dramapop fortjener - ja , krever - en tilsvarende dramatisk presentasjon ."
0,De lilla lysene hun hadde med seg forsvant i solen og var under alle omstendigheter ikke nok .
0,"Når hun skal trekke på turné innendørs etter albumslippet , for det får man anta at hun skal , bør hun støttes opp av en skikkelig sceneproduksjon ."
1,Musikken hadde Mena med seg .
0,Hun burde hatt med seg en opplevelse i tillegg .
1,En sjelden gang utkommer det en bok som forandrer litteraturhistorien .
1,Roberto Bolaños siste roman gir bud om at det ved inngangen til det 21. århundre fremdeles er mulig å fornye romanen og skrive et dønn originalt verk relevant for vår tid .
1,"Internasjonalt er « 2666 » siden blitt hyllet som en litterær milepæl , og Karl Ove Knausgård har hevdet at den stiller all annen samtidslitteratur i skyggen ."
1,Sterke ord .
1,"Det er tidvis gåtefullt og rart , andre ganger spennende som en thriller ."
1,Alt ligger dermed til rette for en Bolaño-feber i Norge .
1,Med litt flaks bør han kunne tiltrekke seg lesere som ønsker å bryne seg på en utfordrende bok som åpner vei inn i det ukjente .
1,Lexus er av de store premium-aktørene globalt og er på fremmarsj også hos oss .
1,"Ja , effekttallet fra Lexus GS 450h ligger svært nær BMW ActiveHybrid 5 og det er ikke tilfeldig ."
1,Bilen vi kjørte denne gangen tåler imidlertid sammenligningen med BMW når det gjelder sistnevnte merkes kjennemerke nummer 1 : Kjøreglede .
0,Slappere bak
0,Vi er imidlertid enige med flere av kommentatorene som er litt skuffet over at designerne ser ut som om de hadde mistet noe av inspirasjonen da de kom til hekken - denne har etter vår mening et mer anonymt Toyota-preg .
1,Vi anser dagens generasjon GS - som faktisk ble vist første gang for over et år siden på bilutstillingen i Frankfurt - som harmonisk og sporty i stilen .
1,Et godt utgangspunkt .
1,Standsmessig interiør
1,Enda bedre blir det når man setter seg inn i bilen .
1,Luksusfølelsen er påtagelig som seg hør og bør i en bil med et slikt navn .
1,"Helheten er elegant , men også ryddig og ergonomisk ."
1,"Kvalitetsfølelsen er høy , med forseggjorte detaljer ."
1,"Vårt F-Sport-eksemplar var utstyrt med rødt skinninteriør , men man kan selvsagt velge mer diskret dekor om man ønsker det ."
1,"For vår del syntes vi det kledde bilen godt , og det viktigste er selvsagt hvordan man finner seg til rette i setene og - for førerens del - bak rattet ."
1,Stor skjerm
1,Det bugner av utstyr som gjør livet om bord lettere - vel å merke når man har lært seg betjeningen .
1,Nok plass
1,For det første er bilen blitt merkbart romsligere enn forgjengeren ; plassutnyttelsen har kommet seg betraktelig og GS er jo en ganske voksen bil med sine 485 lengdecentimeter ( BMW 5 : 489 ) .
1,"En viss følelse av intimitet hersker altså der fremme , men armslaget og klaring over hodet er det ikke noe å si på ."
1,Å finne riktig sittestilling er ikke noe problem takket være 18-veis elektrisk regulerbare seter .
1,Volumet har faktisk økt med 40 prosent og er nå helt akseptabelt med 459 liter .
1,Denne hybriden kan faktisk trekke tilhenger - og det opp til 1.500 kilo .
1,Oppgradert hybrid
1,"Men den er oppdatert , og kan kalles annen generasjon av systemet , som heter Lexus Hybrid Drive ."
1,"Forbrenningsmotoren , en bensindrevet V6-motor på 3,5 liter , fungerer nå i henhold til Atkinsons syklus , som blant annet karakteriseres ved at inntaksventilenes åpningstid er forlenget ."
1,"Uten å gå i detalj når det gjelder virkemåte , konstaterer vi at forbruk og utslipp er gått ned ."
